Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,Longest Proudct Name
CLARiiON CX4,CX4-120C8X,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-120C8XDC,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-120CDC,1-Dec-08,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240C,1-Aug-08,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240C8,1-May-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240C8DC,1-May-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240C8X,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240C8XDC,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240CDC,1-Dec-08,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-240C-ISW,9-Nov-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-480C,1-Aug-08,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-480C8,1-May-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-480C8DC,1-May-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-480C8X,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-480C8XDC,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-480CDC,1-Dec-08,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-960C,1-Aug-08,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-960C8,1-May-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-960C8,16-Nov-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-960C8X,14-Sep-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-960C8X,16-Nov-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4-960C-ISW,9-Nov-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4D-480C,10-Mar-10,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4D-480C8,10-Mar-10,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4D-480C8X,10-Mar-10,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4D-960C,16-Feb-10,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,NO,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4D-960C8,16-Feb-10,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,NO,No,No,Yes,1-Dec-15,12
CLARiiON CX4,CX4D-960C8X,16-Feb-10,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,NO,No,No,Yes,1-Dec-15,12
CLARiiON FC,FC45xx,1-Apr-00,30-Sep-03,30-Sep-08,30-Sep-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
CLARiiON FC,FC4700,1-Jan-01,31-Mar-02,30-Sep-08,30-Sep-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
CLARiiON FC,FC4700-2,1-Nov-01,30-Sep-03,30-Sep-08,30-Sep-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
CLARiiON FC,FC53xx,1-Jul-99,30-Sep-02,30-Sep-07,30-Sep-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
CLARiiON FC,FC55xx,1-Feb-97,31-Jul-01,31-Jul-06,31-Jul-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
CLARiiON FC,FC57xx,1-Apr-98,31-Jul-01,31-Jul-06,31-Jul-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
CLARiiON FC,IP4700,1-Nov-00,31-Dec-02,31-Dec-07,31-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Connectrix - ANCOR,DS-16A,1-Sep-00,30-Jun-01,30-Jun-06,30-Jun-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,18
Connectrix - Brocade,3250-VL2E,1-Sep-04,31-Dec-05,31-Dec-10,31-Dec-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,AP-7420B,1-Sep-04,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,AP-7600B,1-Nov-07,15-Apr-13,30-Apr-18,30-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Oct-16,20
Connectrix - Brocade,DP3-SCB1,1-Aug-01,31-Aug-03,31-Aug-08,31-Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-16B,1-Mar-00,28-Feb-02,28-Feb-07,28-Feb-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-16B2,1-Nov-01,31-Dec-04,31-Dec-09,31-Dec-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-16B3,1-May-04,31-Dec-05,31-Dec-10,31-Dec-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-220B,1-Oct-05,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-300B (4G Switch),14-Jul-08,31-Jul-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-300B-8G (8G Switch),4-Jan-10, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-32B2,1-Nov-02,31-Jul-05,31-Jul-10,31-Jul-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-4100B,1-Feb-05,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-4900B,1-May-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-5000B,1-Mar-07,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-5100B (4G Switch),14-Jul-08,31-Jul-10,30-Apr-18,30-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-5100B-8G (8G Switch),4-Jan-10,8-Apr-13,30-Apr-18,30-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-5100B-EP,14-Jul-08,31-Jul-10,30-Apr-18,30-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-5300B (4G Switch),14-Jul-08,31-Jul-10,31-Jul-19,31-Jul-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-5300B-8G (8G Switch),4-Jan-10,28-Jul-14,31-Jul-19,31-Jul-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,DS-6505-R-B,9-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6505R-B-8G,9-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6505R-B-EP,9-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6510F-8GB,12-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6510F-B,12-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6510R-8GB,12-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6510R8G-DC,13-Oct-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6510R-B,25-Jul-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6510R-B-EP,12-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6520F-8GB,8-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6520F-B,8-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6520R-8GB,8-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6520R-B,8-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-6620F-B-24,11-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Aug-16,
Connectrix - Brocade,DS-6620R-B-24,11-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Aug-16,
Connectrix - Brocade,DS-6620F-B-EP,11-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Aug-16,
Connectrix - Brocade,DS-6620R-B-EP,11-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Aug-16,
Connectrix - Brocade,DS-8B,1-Mar-00,28-Feb-02,28-Feb-07,28-Feb-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-8B2,1-Aug-03,31-Dec-04,31-Dec-09,31-Dec-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,DS-8B3,1-May-04,31-Dec-05,31-Dec-10,31-Dec-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,ED-12000B,1-Aug-02,30-Apr-05,30-Apr-10,30-Apr-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,ED-24000B,1-May-04,31-Jan-06,31-Jan-11,31-Jan-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,ED-48000B,1-Oct-05,23-Jan-11,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,ED-DCX6-4B,15-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Sep-16,20
Connectrix - Brocade,ED-DCX6-8B,15-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Sep-16,20
Connectrix - Brocade,ED-DCX-4S-B,13-Apr-09,30-Sep-14,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,ED-DCX8510-4B,12-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,ED-DCX8510-8B,12-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,ED-DCX-B,1-Mar-08,30-Sep-14,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,ES-5832B,8-Jun-09,31-Dec-14,31-Dec-19,31-Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,yes,1-Dec-15,20
Connectrix - Brocade,MP-7500B,1-Jun-07,31-May-11,31-May-16,31-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,MP-7800B ,7-Dec-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,MP-7840B ,13-Oct-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,MP-8000B,14-Sep-09,13-May-13,31-May-18,31-May-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-12000-16,1-Aug-02,30-Apr-05,30-Apr-10,30-Apr-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-24000-16,1-May-04,31-Jan-06,31-Jan-11,31-Jan-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-48000B-16,1-Oct-05,10-Sep-12,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-48000B-32,1-Oct-05,10-Sep-12,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-48K-10G-6,1-Oct-07,10-Sep-12,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-48K-16IP,1-Apr-07,10-Sep-12,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-48K-18i,1-Sep-06,10-Sep-12,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-48K-48,1-Dec-06,10-Sep-12,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-48K-AP4-18,1-Nov-07,30-Apr-11,30-Apr-16,30-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB48K-AP4-18U,1-Nov-07,30-Apr-11,30-Apr-16,30-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX-16EB,8-Jun-09,31-Dec-14,31-Dec-19,31-Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX-16P-4G,1-Mar-08,31-Jul-10,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-16P-8G,8-Nov-09,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-24FCOE,14-Mar-11,11-Apr-16,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Jan-16,20
Connectrix - Brocade,PB-DCX-32P16G,12-Sep-12, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-32P-4G,1-Mar-08,31-Jul-10,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX-32P-8G,8-Nov-09,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-32P8GM,9-Apr-12,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX32P8GME,9-Apr-12,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX32P8GMU,9-Apr-12,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX-48P16G,12-Sep-12, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-48P-4G,1-Mar-08,31-Jul-10,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX-48P-8G,8-Nov-09,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-48P8GM,9-Apr-12,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX48P8GME,9-Apr-12,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PB-DCX48P8GMU,9-Apr-12,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,PBDCX-64P-16G,13-Oct-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,PB-DCX-64P-8G ,13-Sep-10,31-Dec-15,31-Oct-19,31-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
