Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,Longest Proudct Name
Connectrix - Brocade,PB-DCX-FX8-24 ,7-Dec-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,20
Connectrix - Brocade,PD-DCX-16P-4G,1-Mar-08,31-Jul-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Brocade,VDX-6740B,12-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,20
Connectrix - Cabinets,EC-1000,1-Jan-99,31-May-00,31-May-05,31-May-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cabinets,EC-1100,1-Apr-00,30-Nov-01,30-Nov-06,30-Nov-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cabinets,EC-1200,1-Apr-01,31-Mar-04,30-Sep-09,30-Sep-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cabinets,EC-1230,1-Jul-02,30-Apr-04,30-Sep-09,30-Sep-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cabinets,EC-1500-B/C,1-Apr-04,31-Mar-08,31-Mar-13,31-Mar-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cabinets,EC-1500-M,1-Mar-04,31-Dec-08,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,21
Connectrix - Cabinets,EC-1700-B,1-Jun-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cabinets,EC-1700-C,1-Dec-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,21
Connectrix - Cisco,DS-13SLT-FAB1 (Fab1 module no model assigned),1-Jun-06,7-Jan-09,7-Jul-14,7-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,DS-X9530-SF2-K9 (Sup2),,31-Jan-11,31-Jul-16,31-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-48P-16GFC,6-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,16-Jan-15,18
Connectrix - Cisco,MDS-4G-LR10K,,31-Mar-15,30-Apr-20,30-Apr-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9120,1-Dec-03,31-Dec-07,31-Dec-12,31-Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9124,1-Feb-07,24-Jan-14,31-Jan-19,31-Jan-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9134,1-Dec-07,31-Dec-10,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9140,1-Dec-03,31-Dec-07,31-Dec-12,31-Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,"MDS-9148 (-16, -32, -48)",12-Apr-10,12-Oct-15,31-Oct-20,31-Oct-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,21-Jun-15,18
Connectrix - Cisco,MDS-9148s,8-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-9216,1-Jun-03,31-Aug-04,31-May-10,31-May-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9216A,1-Sep-04,31-Aug-09,31-Aug-14,31-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9216I,1-Jan-05,30-Nov-08,31-Oct-13,31-Oct-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9222I,1-Dec-07,31-Mar-15,30-Apr-20,30-Apr-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9250I,14-Apr-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-9396S,10-Aug-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,11-Oct-15,18
Connectrix - Cisco,MDS-9506 (with V1 Supervisor cards),1-May-04,31-Jul-06,30-Sep-12,30-Sep-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9506-V2,1-Jun-06,31-Aug-16,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,MDS-9509 (with V1 Supervisor cards),1-Jun-03,31-Jul-06,30-Sep-12,30-Sep-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9509-V2,1-Jun-06,21-Apr-14,30-Apr-19,30-Apr-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9513 (chassis),1-Jun-06,31-Aug-16,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,MDS-9513-FAB2 (Fab2 module),1-Jun-06,19-Apr-13,30-Apr-18,30-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-9513-FAB3 (Fab3 module),10-Oct-11,,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,MDS-9706,8-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-9710,6-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-9Q20,1-Dec-05,31-Jul-07,31-Jul-12,31-Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-FCOE-8,10-Oct-11,31-Mar-15,30-Apr-20,30-Apr-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-FCOE-9700,14-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-FMS-9100,1-Dec-03,28-Feb-21,28-Feb-21,28-Feb-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Oct-15,18
Connectrix - Cisco,MDS-FMS-9200,1-Jun-03,28-Feb-21,28-Feb-21,28-Feb-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Oct-15,18
Connectrix - Cisco,MDS-FMS-9500,1-Jun-03,28-Feb-21,28-Feb-21,28-Feb-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Oct-15,18
Connectrix - Cisco,MDS-LW10K,,31-May-10,31-May-15,31-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-12SW,1-Jun-06,31-Mar-10,31-Mar-15,31-Mar-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-16,1-Nov-03,31-Dec-07,30-Sep-12,30-Sep-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-16LW,1-May-05,30-Sep-08,30-Sep-13,30-Sep-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-24-8G,17-Nov-08,31-Jul-13,31-Jul-18,31-Jul-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-24LR,1-Sep-06,31-Mar-10,31-Mar-15,31-Mar-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-24MR,1-Sep-06,31-Mar-10,31-Mar-15,31-Mar-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-24SW,1-Jun-06,31-Mar-10,31-Mar-15,31-Mar-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-32,1-Nov-03,31-Dec-07,30-Sep-12,30-Sep-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-44-8G,17-Nov-08,31-Jul-13,31-Jul-18,31-Jul-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-48-8G,17-Nov-08,31-Jul-13,31-Jul-18,31-Jul-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-48SW,1-Jun-06,31-Mar-10,31-Mar-15,31-Mar-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-4LR,1-Jul-06,8-Apr-13,8-Apr-18,30-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-4SR,1-Jul-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-PBF-ADV32,10-Oct-11,,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,MDS-PBF-ADV48,10-Oct-11,,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,MDS-PBFI-1402,1-Jan-05,30-Nov-08,31-Oct-13,31-Oct-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBFI-1804,1-Dec-07,31-Mar-15,30-Apr-20,30-Apr-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBI-4,1-Jul-04,31-May-06,31-Oct-11,31-Oct-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-PBI-8,1-Dec-03,30-Apr-09,30-Apr-14,30-Apr-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-SFP-8GLW,29-Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-SFP-8GSW,29-Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,18
Connectrix - Cisco,MDS-SSM-32,1-May-05,31-May-10,31-May-15,31-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,MDS-SSN-16,12-Oct-09,,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,MDS-SUP-V2U,1-Jun-06,,30-Apr-22,30-Apr-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,16-Jan-16,18
Connectrix - Cisco,NEX-5010,8-Jun-09,31-Dec-10,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,NEX-5020,20-Oct-08,31-Dec-10,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,NEX-5K-6E,8-Feb-10,31-Dec-10,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,NEX-5K-6FC-8G,8-Feb-10,31-Dec-10,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,NX-5K-4E4FC,17-Nov-08,31-Dec-10,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - Cisco,NX-5K-8FC,8-Jun-09,31-Dec-10,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,18
Connectrix - McData,DS-16M,1-Apr-01,31-Jan-03,31-Jan-08,31-Jan-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,DS-16M2,1-Jul-02,31-Jan-03,31-Jan-08,31-Jan-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,DS-24M2,1-Dec-02,30-Sep-06,30-Sep-11,30-Sep-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,DS-32M,1-Apr-01,31-Jan-03,31-Jan-08,31-Jan-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,DS-32M2,1-Jul-02,28-Feb-06,28-Feb-11,28-Feb-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,DS-4400M,1-Sep-05,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,DS-4700M,1-Sep-05,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10000M,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-1032M,1-Jan-99,31-Mar-02,31-Aug-08,31-Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-10KM-164L,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-164S,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-164SU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-242L,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-242LU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-242SU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-242U,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-320L,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-320LU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-320S,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-320SU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM432L4,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM432L4,1-Sep-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-10KM432L4U,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM432LX,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM432LXU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM432SW,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM432SWU,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-CBLDOM,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-CBLINT,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-LMPNL,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-RLKT,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-SMPNL,1-Apr-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-10KM-SWM,1-May-05,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-10KM-SWX,1-Sep-06,31-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-140M,1-Oct-02,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-140MCUP,1-Mar-03,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-6064,1-Apr-02,30-Jun-05,30-Jun-10,30-Jun-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-64M,1-Apr-01,30-Jun-05,30-Jun-10,30-Jun-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-64MCUP,1-Apr-02,30-Jun-05,30-Jun-10,30-Jun-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-PCM,1-Apr-01,30-Jun-05,30-Jun-10,30-Jun-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-QPM-04,1-Jun-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
