Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,,,,,,,,,,
Isilon,Switch QLOGIC 36-PORT QDR IB Switch,21-Mar-2011,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC 48-PORT QDR IB Switch,03-Nov-2011,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC SILVERSTORM 144-PORT DDR IB Switch,24-Feb-2009,31-Mar-2011,30-Mar-2016,31-Mar-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC SILVERSTORM 24-PORT DDR IB Switch,23-Feb-2009,10-May-2011,11-May-2016,31-May-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC SILVERSTORM 48-PORT DDR IB Switch,24-Feb-2009,31-Mar-2011,30-Mar-2016,31-Mar-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC SILVERSTORM 96-PORT DDR IB Switch,24-Feb-2009,31-Mar-2011,30-Mar-2016,31-Mar-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch TOPSPIN 48-PORT IB Switch,03-Oct-2008,30-Apr-2009,30-May-2013,31-May-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch TOPSPIN 72-PORT IB Switch,03-Oct-2008,30-Apr-2009,30-May-2013,31-May-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch TOPSPIN 96-PORT IB Switch,02-Oct-2008,30-Apr-2009,30-May-2013,31-May-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,X200,01-Apr-2011,,,,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,X400,02-Apr-2012,,,,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,X410,14-Jul-2014,,,,Yes,Yes,No,No,No,31-Oct-2014,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-E4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-E5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-M4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-M5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-ME, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-S4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-S5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MAS-SE, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-E, -, 01-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-EC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-ED, -, 01-Apr-2012, 30-Apr-2017, 30-Apr-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-M, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-M6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-MC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-MD, -, 01-Apr-2012, 30-Apr-2017, 30-Apr-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-S, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-S6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-SC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),MDL-1000-SD, -, 01-Apr-2012, 30-Apr-2017, 30-Apr-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100S-E, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100S-E6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100S-M, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100S-S, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100S-S6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100U-M, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100U-S, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100V-E, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100V-M, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-100V-S, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-E4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-E5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-M4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-M5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-S4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-S5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200-S6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-E, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-E6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-EC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-M, -, 30-Jun-2017, 30-Jun-2017, 30-Jun-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-M6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-MC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-MD, -, 01-Apr-2012, 30-Apr-2017, 30-Apr-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-S, -, 30-Jun-2017, 30-Jun-2017, 30-Jun-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-S6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-SC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-2000-SD, -, 01-Apr-2012, 30-Apr-2017, 30-Apr-2017,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-200RF-S5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-E, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-E4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-E5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-EC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-M, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-M10, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-M4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-M5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-MC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-MSAN, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-S, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-S10, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-S4, -, 01-Jul-2007, 31-Jul-2012, 31-Jul-2012,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-S5, -, 01-Aug-2008, 31-Aug-2013, 31-Aug-2013,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-S6, -, 01-Feb-2010, 28-Feb-2015, 28-Feb-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-SC, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-4000-SSAN, -, 02-Dec-2011, 31-Dec-2016, 31-Dec-2016,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-6000-S, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
Mainframe Disk Library (MDL),J-MDL-6000-S10, -, 01-Dec-2010, 31-Dec-2015, 31-Dec-2015,Yes,Yes,Yes,Yes,Yes,31-Dec-14,,,,,,,,,,
NetWin,110-FD,01-Jul-2004,30-Nov-2005,30-Nov-2010,30-Nov-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
NetWin,200 1.0,01-Oct-2003,31-Mar-2004,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
NetWin,200 1.2,01-Mar-2004,30-Aug-2004,30-Jun-2009,30-Jun-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
NetWin,200 2.0,01-Aug-2004,30-Nov-2005,30-Jun-2009,30-Jun-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
RecoverPoint,Gen1,01-Dec-2006,31-Mar-2008,31-Mar-2013,31-Mar-2013,Yes,No,No,No,No,30-Sep-2010,,,,,,,,,,
RecoverPoint,Gen3,01-Mar-2008,17-Sep-2009,28-Feb-2014,28-Feb-2014,Yes,No,No,No,No,30-Sep-2010,,,,,,,,,,
RecoverPoint,Gen4,17-Sep-2009,01-Jan-2013,31-Jan-2018,31-Jan-2018,Yes,Yes,Yes,Yes,No,30-Sep-2010,,,,,,,,,,
RecoverPoint,Gen5,22-Oct-2012, , ,,Yes,Yes,Yes,Yes,No,30-Sep-2010,,,,,,,,,,
SourceOne eDiscovery Kazeon,Gen1,01-Aug-2008,31-Mar-2011, , ,Yes,No,No,No,No,30-Jun-2010,,,,,,,,,,
SourceOne eDiscovery Kazeon,Gen2,12-May-2010,30-Jun-2013,30-Jun-2015, ,Yes,No,Yes,Yes,No,30-Jun-2010,,,,,,,,,,
Symmetrix,3100,01-Feb-1997,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,3130,01-Feb-1997,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,3200,01-Feb-1997,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,3230,01-Feb-1997,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,3300,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,3330,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,3400,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,3430,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,yes,31-Mar-2012,,,,,,,,,,
Symmetrix,3500,01-Feb-1997,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,3630,01-Feb-1999,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,3700,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,3830,01-Feb-1999,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,3930,01-Feb-1999,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,4200,01-Jan-1990,31-Jan-1998,31-Oct-2002,31-Oct-2002,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,4400,01-Dec-1990,30-Apr-1998,31-Oct-2002,31-Oct-2002,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,4800,01-Jan-1991,31-Jan-1998,31-Oct-2002,31-Oct-2002,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,5100,01-Mar-1993,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,5200,01-Jun-1993,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,5300,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5330,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5430,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,No,yes,30-Sep-2010,,,,,,,,,,
Symmetrix,5500,01-Feb-1997,31-Jul-2002,30-Sep-2007,30-Sep-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,5630,01-Feb-1999,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5700,01-Feb-1997,31-Jul-2002,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5830,01-Feb-1999,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5832,01-Jan-1998,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5900,01-Jan-1998,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,5930,01-Feb-1999,30-Sep-2003,31-Mar-2011,31-Mar-2012,Yes,No,No,Yes,Yes,31-Mar-2010,,,,,,,,,,
Symmetrix,8130,01-Oct-2001,31-Dec-2006,30-Jun-2012,30-Jun-2012,Yes,No,No,Yes,Yes,03-Dec-2011,,,,,,,,,,
Symmetrix,8230,01-Oct-2001,31-Dec-2006,30-Jun-2012,30-Jun-2012,Yes,No,No,Yes,Yes,03-Dec-2011,,,,,,,,,,
Symmetrix,8430,01-Jan-1999,31-Dec-2006,30-Jun-2012,30-Jun-2012,Yes,No,No,Yes,Yes,03-Dec-2011,,,,,,,,,,
Symmetrix,8530,01-Jan-1999,31-Dec-2006,30-Jun-2012,30-Jun-2012,Yes,No,No,Yes,Yes,03-Dec-2011,,,,,,,,,,
Symmetrix,8730,01-Jan-1999,31-Dec-2006,30-Jun-2012,30-Jun-2012,Yes,No,No,Yes,Yes,03-Dec-2011,,,,,,,,,,
Symmetrix,8830,01-Jan-1999,31-Dec-2006,30-Jun-2012,30-Jun-2012,Yes,No,No,Yes,Yes,03-Dec-2011,,,,,,,,,,
Symmetrix,DL6000,01-Jun-2007,30-Apr-2008,30-May-2013,30-May-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Symmetrix,DMX1000,01-Jan-2003,30-Jun-2009,30-Jun-2013,30-Jun-2013,Yes,No,No,Yes,No,30-Nov-2010,,,,,,,,,,
Symmetrix,DMX2000,01-Jan-2003,30-Jun-2009,30-Jun-2013,30-Jun-2013,Yes,No,No,Yes,No,30-Nov-2010,,,,,,,,,,
Symmetrix,DMX-3,01-Aug-2005,31-Dec-2010,31-Dec-2015,31-Dec-2015,Yes,No,No,No,Yes,31-Mar-2014,,,,,,,,,,
Symmetrix,DMX-3 950,01-Oct-2006,31-Dec-2010,31-Dec-2015,31-Dec-2015,Yes,No,No,No,Yes,31-Mar-2014,,,,,,,,,,
Symmetrix,DMX3000,01-Sep-2003,30-Jun-2009,30-Jun-2013,30-Jun-2013,Yes,No,No,Yes,No,30-Nov-2010,,,,,,,,,,
Symmetrix,DMX-4,27-Aug-2007,30-Sep-2012,30-Sep-2017,30-Sep-2017,Yes,No,No,No,Yes,31-Mar-2014,,,,,,,,,,
Symmetrix,DMX-4 950,27-Aug-2007,30-Sep-2012,30-Sep-2017,30-Sep-2017,Yes,No,No,No,Yes,31-Mar-2014,,,,,,,,,,
Symmetrix,DMX800,01-Jan-2003,31-Dec-2008,30-Jun-2013,30-Jun-2013,Yes,No,No,Yes,No,30-Nov-2010,,,,,,,,,,
Symmetrix,VMAX,08-Apr-2009,30-Sep-2014,30-Sep-2019,30-Sep-2019,Yes,No,No,Yes,Yes,30-Oct-2014,,,,,,,,,,
Symmetrix,VMAX 10K (Systems with SN xxx959xxxx),09-May-2012,30-Sep-2012,30-Sep-2017,30-Sep-2017,Yes,No,Yes,Yes,Yes,30-Aug-2014,,,,,,,,,,
Symmetrix,VMAX 10K (Systems with SN xxx987xxxx),08-Oct-2012,,,,Yes,Yes,No,No,No,30-Aug-2014,,,,,,,,,,
Symmetrix,VMAX 10K Cloud Edition,28-Mar-2013,,,,,,,,,,,,,,,,,,,
Symmetrix,VMAX 20K,09-May-2012,31-Mar-2015,31-Mar-2020,31-Mar-2020,Yes,No,Yes,Yes,Yes,31-Dec-2014,,,,,,,,,,
Symmetrix,VMAX 40K,09-May-2012,,,,Yes,Yes,No,No,No,01-Aug-2011,,,,,,,,,,
Symmetrix,VMAX SE,08-Apr-2009,30-Sep-2012,30-Sep-2017,30-Sep-2017,Yes,No,No,Yes,Yes,30-Aug-2014,,,,,,,,,,
Symmetrix,VMAXe,06-Jun-2011,09-May-2012,30-Sep-2017,30-Sep-2017,Yes,No,Yes,Yes,Yes,30-Aug-2014,,,,,,,,,,
Symmetrix,VMAX 100K,26-Sep-2014,,,,Yes,Yes,No,No,No,31-Dec-2014,,,,,,,,,,
Symmetrix,VMAX 200K,26-Sep-2014,,,,Yes,Yes,No,No,No,31-Dec-2014,,,,,,,,,,
Symmetrix,VMAX 400K,26-Sep-2014,,,,Yes,Yes,No,No,No,31-Dec-2014,,,,,,,,,,
VNX,VG10,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VG2 (with VNX OE 7.x),24-Feb-2011,,,,Yes,No,No,No,,,,,,,,,,,,
VNX,VG50,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VG8 (with VNX OE 7.x),24-Feb-2011,,,,Yes,Yes,No,No,No,24-Apr-2011,,,,,,,,,,
VNX,VNX5100,24-Feb-2011,,,,Yes,Yes,No,No,No,10-Apr-2011,,,,,,,,,,
VNX,VNX5150,22-Aug-2014,,,,Yes,Yes,no,no,no,22-Oct-2014,,,,,,,,,,
VNX,VNX5200,11-Nov-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VNX5300,24-Feb-2011,,,,Yes,Yes,No,No,No,10-Apr-2011,,,,,,,,,,
VNX,VNX5400,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VNX5500,24-Feb-2011,,,,Yes,Yes,No,Yes,yes,10-Apr-2011,,,,,,,,,,
VNX,VNX5600,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VNX5700,24-Feb-2011,,,,Yes,Yes,No,No,No,10-Apr-2011,,,,,,,,,,
VNX,VNX5800,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VNX7500,24-Feb-2011,,,,Yes,Yes,No,No,No,10-Apr-2011,,,,,,,,,,
VNX,VNX7600,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNX,VNX8000,16-Aug-2013,,,,Yes,Yes,No,No,No,12-Dec-2013,,,,,,,,,,
VNXe,VNXe3100,07-Mar-2011,,,,Yes,Yes,No,No,No,10-Apr-2011,,,,,,,,,,
VNXe,VNXe3150,27-Aug-2012,,,,Yes,Yes,No,No,No,15-Nov-2012,,,,,,,,,,
VNXe,VNXe3200,05-May-2014,,,,Yes,Yes,No,No,No,15-Jun-2014,,,,,,,,,,
VNXe,VNXe3300,07-Mar-2011,,,,Yes,Yes,No,No,No,10-Apr-2011,,,,,,,,,,
VNX-VSS,VNX-VSS100,03-Nov-2014,,,,Yes,Yes,No,No,No,01-Jan-2015,,,,,,,,,,
VPLEX,VS1,15-Apr-2010,31-Aug-2012,31-Aug-2017,31-Aug-2017,Yes,Yes,Yes,Yes,Yes,31-Oct-2012,,,,,,,,,,
VPLEX,VS2,15-Jun-2011,,,,Yes,Yes,No,No,No,31-Jul-2011,,,,,,,,,,
XtremSF,PCIEHHM-1400M,16-Aug-2013,,,,Yes,Yes,No,No,No,31-May-2014,,,,,,,,,,
XtremSF,PCIEHHM-2200V,01-Mar-2013,,,,Yes,Yes,,,,,,,,,,,,,,
