Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,,,,,,,,,,
Connectrix - Brocade,DS-5300B (4G Switch),14-Jul-2008,31-Jul-2010,31-Jul-2019,31-Jul-2019,Yes,No,No,Yes,Yes,31-Jan-2014,,,,,,,,,,
Connectrix - Brocade,DS-5300B-8G (8G Switch),04-Jan-2010,28-Jul-2014,31-Jul-2019,31-Jul-2019,Yes,No,Yes,Yes,Yes,31-Jan-2014,,,,,,,,,,
Connectrix - Brocade,DS-6505-R-B,09-Apr-2012,,,,Yes,Yes,No,No,No,01-May-2012,,,,,,,,,,
Connectrix - Brocade,DS-6505R-B-8G,09-Apr-2012,,,,Yes,Yes,No,No,No,01-May-2012,,,,,,,,,,
Connectrix - Brocade,DS-6505R-B-EP,09-Apr-2012,,,,Yes,Yes,No,No,No,01-May-2012,,,,,,,,,,
Connectrix - Brocade,DS-6510F-8GB,12-Sep-2011,,,,Yes,Yes,No,No,No,01-Nov-2011,,,,,,,,,,
Connectrix - Brocade,DS-6510F-B,12-Sep-2011,,,,Yes,Yes,No,No,No,01-Nov-2011,,,,,,,,,,
Connectrix - Brocade,DS-6510R-8GB,12-Sep-2011,,,,Yes,Yes,No,No,No,01-Nov-2011,,,,,,,,,,
Connectrix - Brocade,DS-6510R-B,25-Jul-2011,,,,Yes,Yes,No,No,No,01-Sep-2011,,,,,,,,,,
Connectrix - Brocade,DS-6510R-B-EP,12-Sep-2011,,,,Yes,Yes,No,No,No,01-Nov-2011,,,,,,,,,,
Connectrix - Brocade,DS-6510R8G-DC,13-Oct-2014,,,,Yes,Yes,No,No,No,01-Nov-2014,,,,,,,,,,
Connectrix - Brocade,DS-6520F-8GB,08-Apr-2013,,,,Yes,Yes,No,No,No,06-May-2013,,,,,,,,,,
Connectrix - Brocade,DS-6520F-B,08-Apr-2013,,,,Yes,Yes,No,No,No,06-May-2013,,,,,,,,,,
Connectrix - Brocade,DS-6520R-8GB,08-Apr-2013,,,,Yes,Yes,No,No,No,06-May-2013,,,,,,,,,,
Connectrix - Brocade,DS-6520R-B,08-Apr-2013,,,,Yes,Yes,No,No,No,06-May-2013,,,,,,,,,,
Connectrix - Brocade,DS-8B,01-Mar-2000,28-Feb-2002,28-Feb-2007,28-Feb-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,DS-8B2,01-Aug-2003,31-Dec-2004,31-Dec-2009,31-Dec-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,DS-8B3,01-May-2004,31-Dec-2005,31-Dec-2010,31-Dec-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,ED-12000B,01-Aug-2002,30-Apr-2005,30-Apr-2010,30-Apr-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,ED-24000B,01-May-2004,31-Jan-2006,31-Jan-2011,31-Jan-2011,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,ED-48000B,01-Oct-2005,23-Jan-2011,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,01-Nov-2010,,,,,,,,,,
Connectrix - Brocade,ED-DCX-4S-B,13-Apr-2009,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,ED-DCX8510-4B,12-Sep-2011,,,,Yes,Yes,No,No,No,01-Nov-2011,,,,,,,,,,
Connectrix - Brocade,ED-DCX8510-8B,12-Sep-2011,,,,Yes,Yes,No,No,No,01-Nov-2011,,,,,,,,,,
Connectrix - Brocade,ED-DCX-B,01-Mar-2008,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,ES-5832B,08-Jun-2009,31-Dec-2014,31-Dec-2019,31-Dec-2019,Yes,No,Yes,Yes,yes,01-Feb-2014,,,,,,,,,,
Connectrix - Brocade,MP-7500B,01-Jun-2007,31-May-2011,31-May-2016,31-May-2016,Yes,No,Yes,Yes,Yes,31-Dec-2010,,,,,,,,,,
Connectrix - Brocade,MP-7800B ,07-Dec-2009,,,,Yes,Yes,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,MP-7840B ,13-Oct-2014,,,,Yes,Yes,No,No,No,01-Nov-2014,,,,,,,,,,
Connectrix - Brocade,MP-8000B,14-Sep-2009,13-May-2013,30-May-2018,30-May-2018,Yes,No,Yes,Yes,Yes,30-Nov-2012,,,,,,,,,,
Connectrix - Brocade,PB-12000-16,01-Aug-2002,30-Apr-2005,30-Apr-2010,30-Apr-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,PB-24000-16,01-May-2004,31-Jan-2006,31-Jan-2011,31-Jan-2011,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,PB-48000B-16,01-Oct-2005,10-Sep-2012,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-48000B-32,01-Oct-2005,10-Sep-2012,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-48K-10G-6,01-Oct-2007,10-Sep-2012,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-48K-16IP,01-Apr-2007,10-Sep-2012,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-48K-18i,01-Sep-2006,10-Sep-2012,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-48K-48,01-Dec-2006,10-Sep-2012,31-Jan-2016,31-Jan-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-48K-AP4-18,01-Nov-2007,30-Apr-2011,30-Apr-2016,30-Apr-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB48K-AP4-18U,01-Nov-2007,30-Apr-2011,30-Apr-2016,30-Apr-2016,Yes,No,Yes,Yes,Yes,31-Aug-2012,,,,,,,,,,
Connectrix - Brocade,PB-DCX-16EB,08-Jun-2009,31-Dec-2014,31-Dec-2019,31-Dec-2019,Yes,No,Yes,Yes,Yes,01-Feb-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX-16P-8G,08-Nov-2009,,,,Yes,Yes,No,No,No,01-Sep-2010,,,,,,,,,,
Connectrix - Brocade,PB-DCX-24FCOE,14-Mar-2011,,,,Yes,Yes,No,No,No,01-Apr-2011,,,,,,,,,,
Connectrix - Brocade,PB-DCX-32P16G,12-Sep-2012,,,,Yes,No,No,No,No,12-Sep-2011,,,,,,,,,,
Connectrix - Brocade,PB-DCX-32P-4G,01-Mar-2008,31-Jul-2010,,,Yes,No,No,Yes,Yes,30-Sep-2010,,,,,,,,,,
Connectrix - Brocade,PB-DCX-32P-8G,08-Nov-2009,,,,Yes,Yes,No,No,No,01-Sep-2010,,,,,,,,,,
Connectrix - Brocade,PB-DCX-32P8GM,09-Apr-2012,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX32P8GME,09-Apr-2012,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX32P8GMU,09-Apr-2012,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX-48P16G,12-Sep-2012,,,,Yes,No,No,No,No,12-Sep-2011,,,,,,,,,,
Connectrix - Brocade,PB-DCX-48P-4G,01-Mar-2008,31-Jul-2010,,,Yes,No,No,Yes,Yes,30-Sep-2010,,,,,,,,,,
Connectrix - Brocade,PB-DCX-48P-8G,08-Nov-2009,,,,Yes,Yes,No,No,No,01-Sep-2010,,,,,,,,,,
Connectrix - Brocade,PB-DCX-48P8GM,09-Apr-2012,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX48P8GME,09-Apr-2012,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX48P8GMU,09-Apr-2012,30-Sep-2014,31-Oct-2019,31-Oct-2019,Yes,No,Yes,Yes,Yes,01-Apr-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX-64P-8G ,13-Sep-2010,,,,Yes,Yes,No,No,No,30-Nov-2010,,,,,,,,,,
Connectrix - Brocade,PBDCX-64P-16G,13-Oct-2014,,,,Yes,Yes,No,No,No,01-Nov-2014,,,,,,,,,,
Connectrix - Brocade,PB-DCX-FX8-24 ,07-Dec-2009,,,,Yes,Yes,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Brocade,PD-DCX-16P-4G,01-Mar-2008,31-Jul-2010,,,Yes,No,No,Yes,Yes,30-Sep-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1000,01-Jan-1999,31-May-2000,31-May-2005,31-May-2005,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1100,01-Apr-2000,30-Nov-2001,30-Nov-2006,30-Nov-2006,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1200,01-Apr-2001,31-Mar-2004,30-Sep-2009,30-Sep-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1230,01-Jul-2002,30-Apr-2004,30-Sep-2009,30-Sep-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1500-B/C,01-Apr-2004,31-Mar-2008,31-Mar-2013,31-Mar-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1500-M,01-Mar-2004,31-Dec-2008,31-Dec-2013,31-Dec-2013,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1700-B,01-Jun-2007,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cabinets,EC-1700-C,01-Dec-2006,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9120,01-Dec-2003,31-Dec-2007,31-Dec-2012,31-Dec-2012,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9124,01-Feb-2007,24-Jan-2014,31-Jan-2019,31-Jan-2019,Yes,No,Yes,Yes,Yes,31-Jul-2013,,,,,,,,,,
Connectrix - Cisco,MDS-9134,01-Dec-2007,31-Dec-2010,31-Dec-2015,31-Dec-2015,Yes,No,Yes,Yes,Yes,31-Jan-2011,,,,,,,,,,
Connectrix - Cisco,MDS-9140,01-Dec-2003,31-Dec-2007,31-Dec-2012,31-Dec-2012,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9148,12-Apr-2010,,,,Yes,Yes,No,No,,03-Apr-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9148s,08-Sep-2014,,,,Yes,Yes,No,No,No,09-Nov-2014,,,,,,,,,,
Connectrix - Cisco,MDS-9216,01-Jun-2003,31-Aug-2004,31-May-2010,31-May-2010,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9216A,01-Sep-2004,31-Aug-2009,31-Aug-2014,31-Aug-2014,Yes,No,Yes,Yes,Yes,31-Oct-2013,,,,,,,,,,
Connectrix - Cisco,MDS-9216I,01-Jan-2005,30-Nov-2008,31-Oct-2013,31-Oct-2013,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9222I,01-Dec-2007,31-Mar-2015,30-Apr-2020,30-Apr-2020,Yes,No,Yes,Yes,Yes,31-Oct-2014,,,,,,,,,,
Connectrix - Cisco,MDS-9250I,14-Apr-2014,,,,Yes,Yes,No,No,No,15-Jun-2014,,,,,,,,,,
Connectrix - Cisco,MDS-9506 (with V1 Supervisor cards),01-May-2004,31-Jul-2006,30-Sep-2012,30-Sep-2012,Yes,No,No,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9706,08-Sep-2014,,,,Yes,Yes,No,No,No,09-Nov-2014,,,,,,,,,,
Connectrix - Cisco,MDS-9506-V2,01-Jun-2006,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9509 (with V1 Supervisor cards),01-Jun-2003,31-Jul-2006,30-Sep-2012,30-Sep-2012,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,MDS-9509-V2,01-Jun-2006,21-Apr-2014,30-Apr-2019,30-Apr-2019,Yes,No,Yes,Yes,Yes,22-Jun-2014,,,,,,,,,,
Connectrix - Cisco,MDS-9513 (chassis),01-Jun-2006,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,DS-13SLT-FAB1 (Fab1 module no model assigned),01-Jun-2006,07-Jan-2009,07-Jul-2014,07-Jul-2014,Yes,Yes,Yes,Yes,Yes,31-Oct-2011,,,,,,,,,,
Connectrix - Cisco,DS-X9530-SF2-K9 (Sup2 module no model #),,31-Jan-2011,31-Jul-2016,31-Jul-2016,Yes,No,Yes,Yes,Yes,02-Nov-2014,,,,,,,,,,
Connectrix - Cisco,MDS-9513-FAB2 (Fab2 module), ,19-Apr-2013,30-Apr-2018,30-Apr-2018,Yes,Yes,Yes,Yes,Yes,31-Oct-2011,,,,,,,,,,
Connectrix - Cisco,MDS-9513-FAB3 (Fab3 module),10-Oct-2011,,,,Yes,Yes,No,No,No,31-Oct-2011,,,,,,,,,,
Connectrix - Cisco,MDS-9710,06-May-2013,,,,Yes,Yes,No,No,No,08-Jul-2013,,,,,,,,,,
Connectrix - Cisco,MDS-9Q20,01-Dec-2005,31-Jul-2007,31-Jul-2012,31-Dec-2012,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-FCOE-8,10-Oct-2011,31-Mar-2015,30-Apr-2020,30-Apr-2020,Yes,No,Yes,Yes,Yes,31-Oct-2014,,,,,,,,,,
Connectrix - Cisco,MDS-FCOE-9700,14-Jul-2014,,,,Yes,Yes,No,No,No,15-Sep-2014,,,,,,,,,,
Connectrix - Cisco,MDS-LW10K,,31-May-2010,31-May-2015,31-May-2015,Yes,No,Yes,Yes,Yes,15-Apr-2014,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-12SW,01-Jun-2006,31-Mar-2010,31-Mar-2015,31-Mar-2015,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-16,01-Nov-2003,31-Dec-2007,30-Sep-2012,30-Sep-2012,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-16LW,01-May-2005,30-Sep-2008,30-Sep-2013,30-Sep-2013,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-24-8G,17-Nov-2008,31-Jul-2013,31-Jul-2018,31-Jul-2018,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-24LR,01-Sep-2006,31-Mar-2010,31-Mar-2015,31-Mar-2015,Yes,No,Yes,Yes,Yes,30-Apr-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-24MR,01-Sep-2006,31-Mar-2010,31-Mar-2015,31-Mar-2015,Yes,No,Yes,Yes,Yes,30-Apr-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-24SW,01-Jun-2006,31-Mar-2010,31-Mar-2015,31-Mar-2015,Yes,No,Yes,Yes,Yes,30-Apr-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-32,01-Nov-2003,31-Dec-2007,30-Sep-2012,30-Sep-2012,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-44-8G,17-Nov-2008,31-Jul-2013,31-Jul-2018,31-Jul-2018,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-48-8G,17-Nov-2008,31-Jul-2013,31-Jul-2018,31-Jul-2018,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-48SW,01-Jun-2006,31-Mar-2010,31-Mar-2015,31-Mar-2015,Yes,No,Yes,Yes,Yes,30-Apr-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-4LR,01-Jul-2006,08-Apr-2013,08-Apr-2018,30-Apr-2018,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-4SR,01-Jul-2006,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-ADV32,10-Oct-2011,,,,Yes,Yes,No,No,No,31-Oct-2011,,,,,,,,,,
Connectrix - Cisco,MDS-PBF-ADV48,10-Oct-2011,,,,Yes,Yes,No,No,No,31-Oct-2011,,,,,,,,,,
Connectrix - Cisco,MDS-PBFI-1402,01-Jan-2005,30-Nov-2008,31-Oct-2013,31-Oct-2013,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBFI-1804,01-Dec-2007,31-Mar-2015,30-Apr-2020,30-Apr-2020,Yes,No,Yes,Yes,Yes,31-Oct-2014,,,,,,,,,,
Connectrix - Cisco,MDS-PBI-4,01-Jul-2004,31-May-2006,31-Oct-2011,31-Oct-2011,Yes,No,No,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,MDS-PBI-8,01-Dec-2003,30-Apr-2009,30-Apr-2014,30-Apr-2014,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-4G-LR10K,,31-Mar-2015,30-Apr-2020,30-Apr-2020,Yes,No,Yes,Yes,Yes,31-Oct-2014,,,,,,,,,,
Connectrix - Cisco,MDS-SFP-8GSW,29-Aug-2008,,,,Yes,Yes,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-SFP-8GLW,29-Aug-2008,,,,Yes,Yes,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,MDS-SSM-32,01-May-2005,31-May-2010,31-May-2015,31-May-2015,Yes,No,Yes,Yes,Yes,30-Jun-2010,,,,,,,,,,
Connectrix - Cisco,MDS-SSN-16,12-Oct-2009,,,,Yes,Yes,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Cisco,NEX-5010,08-Jun-2009,31-Dec-2010,31-Dec-2013,31-Dec-2013,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,NEX-5020,20-Oct-2008,31-Dec-2010,31-Dec-2013,31-Dec-2013,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,NEX-5K-6E,08-Feb-2010,31-Dec-2010,31-Dec-2013,31-Dec-2013,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,NEX-5K-6FC-8G,08-Feb-2010,31-Dec-2010,31-Dec-2013,31-Dec-2013,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,NX-5K-4E4FC,17-Nov-2008,31-Dec-2010,31-Dec-2013,31-Dec-2013,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - Cisco,NX-5K-8FC,08-Jun-2009,31-Dec-2010,31-Dec-2013,31-Dec-2013,Yes,No,Yes,Yes,Yes,31-Oct-2010,,,,,,,,,,
Connectrix - McData,DS-16M,01-Apr-2001,31-Jan-2003,31-Jan-2008,31-Jan-2008,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,DS-16M2,01-Jul-2002,31-Jan-2003,31-Jan-2008,31-Jan-2008,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,DS-24M2,01-Dec-2002,30-Sep-2006,30-Sep-2011,30-Sep-2011,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,DS-32M,01-Apr-2001,31-Jan-2003,31-Jan-2008,31-Jan-2008,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,DS-32M2,01-Jul-2002,28-Feb-2006,28-Feb-2011,28-Feb-2011,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,DS-4400M,01-Sep-2005,31-Jan-2008,31-Jan-2013,31-Jan-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,DS-4700M,01-Sep-2005,31-Jan-2008,31-Jan-2013,31-Jan-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10000M,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-1032M,01-Jan-1999,31-Mar-2002,31-Aug-2008,31-Aug-2008,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-164L,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-164S,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-164SU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-242L,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-242LU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-242SU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-242U,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-320L,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-320LU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-320S,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-320SU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432L4,01-Sep-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432L4,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432L4U,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432LX,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432LXU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432SW,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM432SWU,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-CBLDOM,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-CBLINT,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-LMPNL,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-RLKT,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-SMPNL,01-Apr-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-SWM,01-May-2005,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,Yes,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-10KM-SWX,01-Sep-2006,31-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,Yes,Yes,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-140M,01-Oct-2002,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-140MCUP,01-Mar-2003,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-6064,01-Apr-2002,30-Jun-2005,30-Jun-2010,30-Jun-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-64M,01-Apr-2001,30-Jun-2005,30-Jun-2010,30-Jun-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-64MCUP,01-Apr-2002,30-Jun-2005,30-Jun-2010,30-Jun-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-PCM,01-Apr-2001,30-Jun-2005,30-Jun-2010,30-Jun-2010,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-QPM-04,01-Jun-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-QPM-04-U,01-Jun-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
